"";"NeighborhoodRaw";"ApartmentTypeRaw";"HouseType";"SquareMeters";"Price";"PricePerSquareMeters";"YearBuilt";"FloorRaw";"ElevatorRaw";"ConditionRaw";"EnergyClassificationRaw";"NeighborhoodKeys";"NeighborhoodFinalized";"ApartmentTypeUniformized";"NumberOfRooms";"SaunaDummy";"ownFloor";"maxFloor";"ElevatorDummy";"ConditionUnrecordedDummy";"ConditionAdequateDummy";"ConditionGoodDummy";"AgeOfTheBuilding";"EnergyClassificationLetterClass";"EnergyClassificationADummy";"EnergyClassificationBDummy";"EnergyClassificationCDummy";"EnergyClassificationDDummy";"EnergyClassificationEDummy";"EnergyClassificationFDummy";"EnergyClassificationUnrecordedDummy";"ownFloor.fixed";"TwoRoomsDummy";"ThreeRoomsDummy";"FourRoomsOrMoreDummy"
"3919";"Viertola";"2H, KT";"kt";42,5;189872;4468;2019;"1/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;1;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;1;1;0;0
"3920";"Mikkola";"2h,k";"kt";63;110000;1746;1981;"6/6";"on";"tyyd.";"D2007";"mikkola";"Mikkola";"2h+k";2;0;6;6;1;0;1;0;37;"D";0;0;0;1;0;0;0;6;1;0;0
"3921";"Viertola";"2H, KT";"kt";50,5;219696;4350;2019;"2/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;2;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;2;1;0;0
"3922";"Tikkurila";"2 h+kt+s+iso la...";"kt";58;305000;5259;2015;"5/7";"on";"hyvä";"A2007";"tikkurila";"Tikkurila";"2h+kt+s+isola...";2;1;5;7;1;0;0;1;3;"A";1;0;0;0;0;0;0;5;1;0;0
"3923";"Ruskeasanta";"2h + k + s";"rt";58;197200;3400;1991;"1/1";"ei";"hyvä";"F2007";"ruskeasanta";"Ruskeasanta";"2h+k+s";2;1;1;1;0;0;0;1;27;"F";0;0;0;0;0;1;0;1;1;0;0
"3924";"Havukoski";"2h+k+kh+parv";"kt";59;103000;1746;1973;"2/5";"on";"tyyd.";"D2007";"havukoski";"Havukoski";"2h+k+kh+parv";2;0;2;5;1;0;1;0;45;"D";0;0;0;1;0;0;0;2;1;0;0
"3925";"Hiekkaharju";"2h, kt";"kt";34,5;162816;4719;2019;"4/7";"on";"hyvä";"C2018";"hiekkaharju";"Hiekkaharju";"2h+kt";2;0;4;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;1;0;0
"3926";"Tikkurila";"2h, k, s, p";"kt";50;187000;3740;1989;"2/3";"ei";"hyvä";"D2007";"tikkurila";"Tikkurila";"2h+k+s+p";2;1;2;3;0;0;0;1;29;"D";0;0;0;1;0;0;0;2;1;0;0
"3927";"Keimolanmäki";"2h, k, s";"kt";44,5;176900;3975;2018;"4/6";"on";"hyvä";"C2013";"keimolanmäki";"Keimola";"2h+k+s";2;1;4;6;1;0;0;1;0;"C";0;0;1;0;0;0;0;4;1;0;0
"3928";"Myyrmäki";"2h, kt, vh, kph...";"kt";48;225500;4698;2007;"2/9";"on";"hyvä";"E2013";"myyrmäki";"Myyrmäki";"2h+kt+vh+kph...";2;0;2;9;1;0;0;1;11;"E";0;0;0;0;1;0;0;2;1;0;0
"3929";"Tikkurila";"2h, kk, kph, vh...";"kt";53,5;187000;3495;1982;"2/3";"on";"hyvä";"D";"tikkurila";"Tikkurila";"2h+kk+kph+vh...";2;0;2;3;1;0;0;1;36;"D";0;0;0;1;0;0;0;2;1;0;0
"3930";"Asola";"2h+kt";"kt";38;166185;4373;2019;"4/5";"on";"hyvä";"C2013";"asola";"Asola";"2h+kt";2;0;4;5;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;1;0;0
"3931";"Vantaapuisto";"2h+k+kh+parv";"kt";62;124000;2000;1968;"1/3";"ei";"hyvä";"F2013";"vantaapuisto";"Piispankylä";"2h+k+kh+parv";2;0;1;3;0;0;0;1;50;"F";0;0;0;0;0;1;0;1;1;0;0
"3932";"Kivistö";"2h, kt";"kt";38;200500;5276;2017;"5/5";"ei";"hyvä";"C2013";"kivistö";"Kivistö";"2h+kt";2;0;5;5;0;0;0;1;1;"C";0;0;1;0;0;0;0;5;1;0;0
"3933";"Louhela";"2h, kk";"kt";44;134000;3045;1966;"2/3";"ei";"tyyd.";"G2013";"louhela";"Myyrmäki";"2h+kk";2;0;2;3;0;0;1;0;52;"G";0;0;0;0;0;0;0;2;1;0;0
"3934";"Leppäkorpi";"2h, avok, kph, ...";"rt";44,5;145000;3258;1992;"1/1";"ei";"hyvä";"E";"leppäkorpi";"Leppäkorpi";"2h+avok+kph+...";2;0;1;1;0;0;0;1;26;"E";0;0;0;0;1;0;0;1;1;0;0
"3935";"Mikkola";"2h,k,kph,lasite...";"kt";62;85000;1371;1978;"6/6";"on";"tyyd.";"F";"mikkola";"Mikkola";"2h+k+kph+lasite...";2;0;6;6;1;0;1;0;40;"F";0;0;0;0;0;1;0;6;1;0;0
"3936";"Länsimäki";"2 H+kk+kh+parv";"kt";50;103000;2060;1978;"1/3";"ei";"tyyd.";"C2007";"länsimäki";"Länsimäki";"2h+kk+kh+parv";2;0;1;3;0;0;1;0;40;"C";0;0;1;0;0;0;0;1;1;0;0
"3937";"Havukoski";"2h, k, vh, parveke";"kt";59,5;90000;1513;1976;"2/6";"on";"hyvä";"D2007";"havukoski";"Havukoski";"2h+k+vh+parveke";2;0;2;6;1;0;0;1;42;"D";0;0;0;1;0;0;0;2;1;0;0
"3938";"Martinlaakso";"2H+KT";"kt";34,5;184000;5333;2018;"2/9";"on";"hyvä";"C";"martinlaakso";"Martinlaakso";"2h+kt";2;0;2;9;1;0;0;1;0;"C";0;0;1;0;0;0;0;2;1;0;0
"3939";"Hiekkaharju";"2h, kt";"kt";34;168335;4951;2019;"6/7";"on";"hyvä";"C2018";"hiekkaharju";"Hiekkaharju";"2h+kt";2;0;6;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;6;1;0;0
"3940";"Vantaanpuisto";"2h, k, parveke";"kt";54;153143;2836;1965;"2/8";"on";"hyvä";"D2007";"vantaanpuisto";"Piispankylä";"2h+k+parveke";2;0;2;8;1;0;0;1;53;"D";0;0;0;1;0;0;0;2;1;0;0
"3941";"Pakkala";"2h, k, s, lasit...";"kt";49;210000;4286;2013;"4/4";"on";"hyvä";"C2013";"pakkala";"Pakkala";"2h+k+s+lasit...";2;1;4;4;1;0;0;1;5;"C";0;0;1;0;0;0;0;4;1;0;0
"3942";"Pähkinärinne";"2h, k";"kt";61;118000;1934;1978;"5/5";"on";"tyyd.";"F2013";"pähkinärinne";"Hämeenkylä";"2h+k";2;0;5;5;1;0;1;0;40;"F";0;0;0;0;0;1;0;5;1;0;0
"3943";"Hiekkaharju";"2h, kt";"kt";34;158085;4650;2019;"4/7";"on";"hyvä";"C2018";"hiekkaharju";"Hiekkaharju";"2h+kt";2;0;4;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;4;1;0;0
"3944";"Kivistö";"2h, kt";"kt";51,5;230720;4480;2017;"5/7";"on";"hyvä";"C2013";"kivistö";"Kivistö";"2h+kt";2;0;5;7;1;0;0;1;1;"C";0;0;1;0;0;0;0;5;1;0;0
"3945";"Martinlaakso";"2h, kt";"kt";32,5;194027;5970;2019;"6/8";"ei";"hyvä";"";"martinlaakso";"Martinlaakso";"2h+kt";2;0;6;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;6;1;0;0
"3946";"Asola";"2h, kt, p";"kt";40;142000;3550;2018;"2/2";"ei";"hyvä";"C2013";"asola";"Asola";"2h+kt+p";2;0;2;2;0;0;0;1;0;"C";0;0;1;0;0;0;0;2;1;0;0
"3947";"Hiekkaharju";"2h, kt, vh";"kt";42;167450;3987;2011;"4/4";"on";"hyvä";"B";"hiekkaharju";"Hiekkaharju";"2h+kt+vh";2;0;4;4;1;0;0;1;7;"B";0;1;0;0;0;0;0;4;1;0;0
"3948";"Tikkurila";"2h, kk, s, lasi...";"kt";44;210000;4773;2006;"1/5";"on";"hyvä";"B2007";"tikkurila";"Tikkurila";"2h+kk+s+lasi...";2;1;1;5;1;0;0;1;12;"B";0;1;0;0;0;0;0;1;1;0;0
"3949";"Havukoski";"2h, kk";"kt";48,5;116500;2402;1977;"1/3";"ei";"hyvä";"F";"havukoski";"Havukoski";"2h+kk";2;0;1;3;0;0;0;1;41;"F";0;0;0;0;0;1;0;1;1;0;0
"3950";"Myyrmäki";"2h,k,s";"kt";55;160000;2909;1988;"3/3";"on";"tyyd.";"F2007";"myyrmäki";"Myyrmäki";"2h+k+s";2;1;3;3;1;0;1;0;30;"F";0;0;0;0;0;1;0;3;1;0;0
"3951";"Rajakylä";"2h,avokeitti...";"rt";55;169000;3073;1984;"1/1";"ei";"tyyd.";"";"rajakylä";"Rajakylä";"2h+avokeitti...";2;0;1;1;0;0;1;0;34;"";0;0;0;0;0;0;1;1;1;0;0
"3952";"Leppäkorpi";"2h, k, s";"rt";59,5;144000;2420;1993;"1/1";"ei";"tyyd.";"C2007";"leppäkorpi";"Leppäkorpi";"2h+k+s";2;1;1;1;0;0;1;0;25;"C";0;0;1;0;0;0;0;1;1;0;0
"3953";"Hiekkaharju";"2h, kt";"kt";34;169912;4997;2019;"6/7";"on";"hyvä";"C2018";"hiekkaharju";"Hiekkaharju";"2h+kt";2;0;6;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;6;1;0;0
"3954";"Korso";"2h+k+s";"kt";51;127000;2490;1986;"1/4";"on";"tyyd.";"D2007";"korso";"Korso";"2h+k+s";2;1;1;4;1;0;1;0;32;"D";0;0;0;1;0;0;0;1;1;0;0
"3955";"Pähkinärinne";"2h, k, kph, vh,...";"kt";58;136000;2345;1974;"3/3";"ei";"hyvä";"E2013";"pähkinärinne";"Hämeenkylä";"2h+k+kph+vh+...";2;0;3;3;0;0;0;1;44;"E";0;0;0;0;1;0;0;3;1;0;0
"3956";"Korso";"2h,k,s";"kt";54;152000;2815;1989;"2/3";"ei";"hyvä";"D2007";"korso";"Korso";"2h+k+s";2;1;2;3;0;0;0;1;29;"D";0;0;0;1;0;0;0;2;1;0;0
"3957";"Martinlaakso";"2h, k";"kt";55,5;110000;1982;1969;"2/3";"ei";"hyvä";"D2007";"martinlaakso";"Martinlaakso";"2h+k";2;0;2;3;0;0;0;1;49;"D";0;0;0;1;0;0;0;2;1;0;0
"3958";"Myyrmäki";"2h, k, kph, s, ...";"kt";49;185000;3776;2000;"2/3";"on";"hyvä";"F";"myyrmäki";"Myyrmäki";"2h+k+kph+s+...";2;1;2;3;1;0;0;1;18;"F";0;0;0;0;0;1;0;2;1;0;0
"3959";"Hiekkaharju";"2h, kt";"kt";34,5;171095;4959;2019;"6/7";"on";"hyvä";"C2018";"hiekkaharju";"Hiekkaharju";"2h+kt";2;0;6;7;1;0;0;1;-1;"C";0;0;1;0;0;0;0;6;1;0;0
"3960";"Pakkala";"2h, kk, s";"kt";47,5;191500;4032;2004;"4/4";"on";"hyvä";"";"pakkala";"Pakkala";"2h+kk+s";2;1;4;4;1;0;0;1;14;"";0;0;0;0;0;0;1;4;1;0;0
"3961";"Asola";"2h, kt, s";"kt";55,5;217506;3919;2019;"5/5";"on";"hyvä";"C2013";"asola";"Asola";"2h+kt+s";2;1;5;5;1;0;0;1;-1;"C";0;0;1;0;0;0;0;5;1;0;0
"3962";"Metsola";"2h, avok., kh/s...";"rt";69;250000;3623;2013;"1/1";"ei";"hyvä";"B2007";"metsola";"Metsola";"2h+avok.+kh/s...";2;0;1;1;0;0;0;1;5;"B";0;1;0;0;0;0;0;1;1;0;0
"3963";"Kivistö";"2-3h+k+kph+terassi";"kt";57,5;257000;4470;2015;"1/4";"ei";"hyvä";"C2013";"kivistö";"Kivistö";"2-3h+k+kph+terassi";3;0;1;4;0;0;0;1;3;"C";0;0;1;0;0;0;0;1;0;1;0
"3964";"Myyrmäki";"2h,k";"kt";56;103000;1839;1969;"1/6";"on";"huono";"D2007";"myyrmäki";"Myyrmäki";"2h+k";2;0;1;6;1;0;0;0;49;"D";0;0;0;1;0;0;0;1;1;0;0
"3965";"Myyrmäki";"2h, avok, vh, k...";"kt";51,5;215000;4175;2014;"2/5";"on";"hyvä";"B2007";"myyrmäki";"Myyrmäki";"2h+avok+vh+k...";2;0;2;5;1;0;0;1;4;"B";0;1;0;0;0;0;0;2;1;0;0
"3966";"Pakkalanrinne";"2h, k, s, parveke";"kt";47;208000;4426;2010;"4/6";"on";"hyvä";"C2013";"pakkalanrinne";"Pakkala";"2h+k+s+parveke";2;1;4;6;1;0;0;1;8;"C";0;0;1;0;0;0;0;4;1;0;0
"3967";"Kivistö";"2h, kt";"kt";41;181500;4427;2017;"2/5";"ei";"hyvä";"C2013";"kivistö";"Kivistö";"2h+kt";2;0;2;5;0;0;0;1;1;"C";0;0;1;0;0;0;0;2;1;0;0
"3968";"Viertola";"2H, KT";"kt";50,5;240957;4771;2019;"5/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;5;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;5;1;0;0
"3969";"Kivistö";"2h, kt";"kt";35;195984;5600;2019;"7/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt";2;0;7;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;7;1;0;0
"3970";"Asola";"2h, k";"kt";39,5;146000;3696;2018;"1/2";"ei";"hyvä";"C2013";"asola";"Asola";"2h+k";2;0;1;2;0;0;0;1;0;"C";0;0;1;0;0;0;0;1;1;0;0
"3971";"Tikkurila";"2h,k,kh,lasitet...";"kt";52;165000;3173;1966;"2/3";"ei";"hyvä";"E";"tikkurila";"Tikkurila";"2h+k+kh+lasitet...";2;0;2;3;0;0;0;1;52;"E";0;0;0;0;1;0;0;2;1;0;0
"3972";"Tikkurila";"2h, k";"kt";59;159000;2695;1969;"4/6";"on";"tyyd.";"E2013";"tikkurila";"Tikkurila";"2h+k";2;0;4;6;1;0;1;0;49;"E";0;0;0;0;1;0;0;4;1;0;0
"3973";"Satomäki";"2h,kk,kh,vaateh...";"kt";46;129000;2804;1964;"2/3";"ei";"tyyd.";"D";"satomäki";"Jokiniemi";"2h+kk+kh+vaateh...";2;0;2;3;0;0;1;0;54;"D";0;0;0;1;0;0;0;2;1;0;0
"3974";"Louhela";"2h+kk";"kt";47;117000;2489;1974;"1/5";"on";"tyyd.";"F2013";"louhela";"Myyrmäki";"2h+kk";2;0;1;5;1;0;1;0;44;"F";0;0;0;0;0;1;0;1;1;0;0
"3975";"Kivistö";"2h, k, kph";"rt";40,5;183000;4519;2015;"1/1";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+k+kph";2;0;1;1;0;0;0;1;3;"";0;0;0;0;0;0;1;1;1;0;0
"3976";"Hiekkaharju";"2h, kk, kph";"kt";48;143000;2979;1962;"2/3";"ei";"hyvä";"E";"hiekkaharju";"Hiekkaharju";"2h+kk+kph";2;0;2;3;0;0;0;1;56;"E";0;0;0;0;1;0;0;2;1;0;0
"3977";"Tikkurila";"2 h, k, kh, parv";"kt";51;108782;2133;1963;"2/3";"ei";"huono";"";"tikkurila";"Tikkurila";"2h+k+kh+parv";2;0;2;3;0;0;0;0;55;"";0;0;0;0;0;0;1;2;1;0;0
"3978";"Viertola";"2H, KT";"kt";42,5;207884;4891;2019;"4/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;4;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;4;1;0;0
"3979";"Asola";"2h+kt";"kt";45,5;180370;3964;2018;"5/9";"on";"hyvä";"C";"asola";"Asola";"2h+kt";2;0;5;9;1;0;0;1;0;"C";0;0;1;0;0;0;0;5;1;0;0
"3980";"Martinlaakso";"2h, kt, kph";"kt";52;201330;3872;2018;"2/5";"on";"hyvä";"C";"martinlaakso";"Martinlaakso";"2h+kt+kph";2;0;2;5;1;0;0;1;0;"C";0;0;1;0;0;0;0;2;1;0;0
"3981";"Kaivoksela";"2h, kph, lasite...";"kt";55;130000;2364;1963;"1/3";"ei";"tyyd.";"E";"kaivoksela";"Kaivoksela";"2h+kph+lasite...";2;0;1;3;0;0;1;0;55;"E";0;0;0;0;1;0;0;1;1;0;0
"3982";"Kivistö";"2h, kt";"kt";38,5;183933;4777;2019;"3/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt";2;0;3;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;3;1;0;0
"3983";"Korso";"2h, kk";"kt";46;82000;1783;1968;"2/3";"ei";"hyvä";"E2007";"korso";"Korso";"2h+kk";2;0;2;3;0;0;0;1;50;"E";0;0;0;0;1;0;0;2;1;0;0
"3984";"Simonkylä";"2h,kk,sauna,par...";"kt";52,5;212000;4038;2014;"3/6";"on";"hyvä";"B2007";"simonkylä";"Simonkylä";"2h+kk+sauna+par...";2;1;3;6;1;0;0;1;4;"B";0;1;0;0;0;0;0;3;1;0;0
"3985";"Tikkurila";"2h, kt, s";"kt";58;299000;5155;2015;"3/8";"on";"hyvä";"A";"tikkurila";"Tikkurila";"2h+kt+s";2;1;3;8;1;0;0;1;3;"A";1;0;0;0;0;0;0;3;1;0;0
"3986";"Myyrmäki";"2h, k, kph, las...";"kt";58,5;154000;2632;1976;"1/12";"on";"hyvä";"F2013";"myyrmäki";"Myyrmäki";"2h+k+kph+las...";2;0;1;12;1;0;0;1;42;"F";0;0;0;0;0;1;0;1;1;0;0
"3987";"Asola";"2h, kt";"kt";36,5;157875;4325;2019;"3/5";"on";"hyvä";"C2013";"asola";"Asola";"2h+kt";2;0;3;5;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;1;0;0
"3988";"Hakunila";"2h, k, kph";"kt";61;94000;1541;1974;"1/3";"on";"tyyd.";"";"hakunila";"Hakunila";"2h+k+kph";2;0;1;3;1;0;1;0;44;"";0;0;0;0;0;0;1;1;1;0;0
"3989";"Koivukylä";"2h+k+p";"kt";58,5;100000;1709;1978;"3/3";"ei";"tyyd.";"F";"koivukylä";"Koivukylä";"2h+k+p";2;0;3;3;0;0;1;0;40;"F";0;0;0;0;0;1;0;3;1;0;0
"3990";"Pähkinärinne";"2h,kk,kph,s,las...";"kt";48;180000;3750;2005;"6/7";"on";"hyvä";"D";"pähkinärinne";"Hämeenkylä";"2h+kk+kph+s+las...";2;1;6;7;1;0;0;1;13;"D";0;0;0;1;0;0;0;6;1;0;0
"3991";"Asola";"2h, k";"kt";39,5;146000;3696;2018;"1/2";"ei";"hyvä";"C2013";"asola";"Asola";"2h+k";2;0;1;2;0;0;0;1;0;"C";0;0;1;0;0;0;0;1;1;0;0
"3992";"Viertola";"2h, k, kph, s, ...";"kt";39,5;180000;4557;2012;"3/4";"on";"hyvä";"B2010";"viertola";"Viertola";"2h+k+kph+s+...";2;1;3;4;1;0;0;1;6;"B";0;1;0;0;0;0;0;3;1;0;0
"3993";"Asola";"2h, k";"kt";40;142000;3550;2018;"2/2";"ei";"hyvä";"C2013";"asola";"Asola";"2h+k";2;0;2;2;0;0;0;1;0;"C";0;0;1;0;0;0;0;2;1;0;0
"3994";"Viertola";"2H, KT";"kt";50,5;215266;4263;2019;"1/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;1;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;1;1;0;0
"3995";"Havukoski";"2h, k, kph, parv.";"kt";60;99000;1650;1972;"3/6";"on";"hyvä";"D";"havukoski";"Havukoski";"2h+k+kph+parv.";2;0;3;6;1;0;0;1;46;"D";0;0;0;1;0;0;0;3;1;0;0
"3996";"Asola";"2h, kt";"kt";36,5;157875;4325;2019;"3/5";"on";"hyvä";"C2013";"asola";"Asola";"2h+kt";2;0;3;5;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;1;0;0
"3997";"Pakkala";"2h, kt, s";"kt";48;207000;4313;2009;"3/5";"on";"hyvä";"C";"pakkala";"Pakkala";"2h+kt+s";2;1;3;5;1;0;0;1;9;"C";0;0;1;0;0;0;0;3;1;0;0
"3998";"Hakunila";"2h+k+kph+lasite...";"kt";57,5;100000;1739;1973;"5/10";"on";"tyyd.";"D2007";"hakunila";"Hakunila";"2h+k+kph+lasite...";2;0;5;10;1;0;1;0;45;"D";0;0;0;1;0;0;0;5;1;0;0
"4000";"Pähkinärinne";"2h,k, kph,las.p...";"kt";58;126500;2181;1978;"4/5";"on";"tyyd.";"F2015";"pähkinärinne";"Hämeenkylä";"2h+k+kph+las.p...";2;0;4;5;1;0;1;0;40;"F";0;0;0;0;0;1;0;4;1;0;0
"4001";"Hiekkaharju";"2h, kk, kph, vh...";"kt";52,5;160000;3048;1986;"3/3";"ei";"hyvä";"D2007";"hiekkaharju";"Hiekkaharju";"2h+kk+kph+vh...";2;0;3;3;0;0;0;1;32;"D";0;0;0;1;0;0;0;3;1;0;0
"4002";"Pähkinärinne";"2h, avok, s, vh...";"kt";56;150000;2679;1982;"4/5";"on";"tyyd.";"D2007";"pähkinärinne";"Hämeenkylä";"2h+avok+s+vh...";2;1;4;5;1;0;1;0;36;"D";0;0;0;1;0;0;0;4;1;0;0
"4003";"Leppäkorpi";"2h, k, s";"rt";59;148000;2508;1993;"1/1";"ei";"hyvä";"C2007";"leppäkorpi";"Leppäkorpi";"2h+k+s";2;1;1;1;0;0;0;1;25;"C";0;0;1;0;0;0;0;1;1;0;0
"4004";"Vaarala";"2h, k, kph, s, ...";"kt";49;178000;3633;1990;"1/2";"ei";"hyvä";"C2007";"vaarala";"Vaarala";"2h+k+kph+s+...";2;1;1;2;0;0;0;1;28;"C";0;0;1;0;0;0;0;1;1;0;0
"4005";"Viertola";"2H, KT";"kt";50,5;232984;4614;2019;"4/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;4;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;4;1;0;0
"4006";"Kivistö";"2h, kt";"kt";38,5;180762;4695;2019;"2/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt";2;0;2;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;2;1;0;0
"4007";"Tikkurila";"2h, k, p";"kt";55;173000;3145;1974;"1/3";"ei";"hyvä";"";"tikkurila";"Tikkurila";"2h+k+p";2;0;1;3;0;0;0;1;44;"";0;0;0;0;0;0;1;1;1;0;0
"4008";"Viertola";"2H, KT";"kt";35;193120;5518;2019;"4/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;4;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;4;1;0;0
"4009";"Viertola";"2H, KT";"kt";50,5;225602;4467;2019;"3/5";"on";"hyvä";"G2013";"viertola";"Viertola";"2h+kt";2;0;3;5;1;0;0;1;-1;"G";0;0;0;0;0;0;0;3;1;0;0
"4010";"Louhela";"2h, kk";"kt";44;114000;2591;1966;"2/3";"ei";"tyyd.";"G2013";"louhela";"Myyrmäki";"2h+kk";2;0;2;3;0;0;1;0;52;"G";0;0;0;0;0;0;0;2;1;0;0
"4011";"Tikkurila";"2h,kk";"kt";43;175000;4070;2000;"1/5";"on";"tyyd.";"E2007";"tikkurila";"Tikkurila";"2h+kk";2;0;1;5;1;0;1;0;18;"E";0;0;0;0;1;0;0;1;1;0;0
"4012";"Pähkinärinne";"2h+k";"kt";51;133000;2608;1972;"2/5";"on";"hyvä";"F";"pähkinärinne";"Hämeenkylä";"2h+k";2;0;2;5;1;0;0;1;46;"F";0;0;0;0;0;1;0;2;1;0;0
"4013";"Martinlaakso";"2h+k";"kt";55;119000;2164;1971;"1/6";"on";"hyvä";"D2007";"martinlaakso";"Martinlaakso";"2h+k";2;0;1;6;1;0;0;1;47;"D";0;0;0;1;0;0;0;1;1;0;0
"4014";"Kivistö";"2h, kt, kph";"kt";33,5;164000;4896;2017;"1/6";"on";"hyvä";"C2013";"kivistö";"Kivistö";"2h+kt+kph";2;0;1;6;1;0;0;1;1;"C";0;0;1;0;0;0;0;1;1;0;0
"4015";"Kivistö";"2h, kt, parveke";"kt";38,5;195984;5090;2019;"6/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt+parveke";2;0;6;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;6;1;0;0
"4016";"Keimolanmäki";"2h, k, s";"kt";44,5;177600;3991;2018;"5/6";"on";"hyvä";"C2013";"keimolanmäki";"Keimola";"2h+k+s";2;1;5;6;1;0;0;1;0;"C";0;0;1;0;0;0;0;5;1;0;0
"4017";"Havukoski";"2h+k+kh+parv";"kt";52;95000;1827;1977;"2/8";"on";"hyvä";"G";"havukoski";"Havukoski";"2h+k+kh+parv";2;0;2;8;1;0;0;1;41;"G";0;0;0;0;0;0;0;2;1;0;0
"4018";"Tikkurila";"2h+k+s+kph+lasi...";"kt";58;190000;3276;1987;"2/4";"ei";"hyvä";"";"tikkurila";"Tikkurila";"2h+k+s+kph+lasi...";2;1;2;4;0;0;0;1;31;"";0;0;0;0;0;0;1;2;1;0;0
"4019";"Kivistö";"2h, kt, terassi";"kt";44;189641;4310;2019;"1/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt+terassi";2;0;1;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;1;1;0;0
"4020";"Kivistö";"2h, kt";"kt";44;193447;4397;2019;"2/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt";2;0;2;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;2;1;0;0
"4021";"Asola";"2h+kt";"kt";45,5;172669;3795;2018;"3/9";"on";"hyvä";"C";"asola";"Asola";"2h+kt";2;0;3;9;1;0;0;1;0;"C";0;0;1;0;0;0;0;3;1;0;0
"4022";"Kivistö";"2h, kt";"kt";46,5;196618;4228;2019;"2/8";"ei";"hyvä";"";"kivistö";"Kivistö";"2h+kt";2;0;2;8;0;0;0;1;-1;"";0;0;0;0;0;0;1;2;1;0;0
"4023";"Tikkurila";"2h,k,kph";"kt";50;163513;3270;1956;"2/3";"ei";"hyvä";"";"tikkurila";"Tikkurila";"2h+k+kph";2;0;2;3;0;0;0;1;62;"";0;0;0;0;0;0;1;2;1;0;0
"4024";"Hakunila";"2h, k";"kt";62,5;125500;2008;1973;"3/3";"ei";"hyvä";"D2007";"hakunila";"Hakunila";"2h+k";2;0;3;3;0;0;0;1;45;"D";0;0;0;1;0;0;0;3;1;0;0
"4025";"Myyrmäki";"2 huonetta, kt,...";"kt";35,5;185000;5211;2014;"3/5";"on";"hyvä";"B2007";"myyrmäki";"Myyrmäki";"2huonetta+kt+...";2;0;3;5;1;0;0;1;4;"B";0;1;0;0;0;0;0;3;1;0;0
"4026";"Asola";"2h+kt";"kt";46;183926;3998;2018;"6/9";"on";"hyvä";"C";"asola";"Asola";"2h+kt";2;0;6;9;1;0;0;1;0;"C";0;0;1;0;0;0;0;6;1;0;0
"4027";"Vantaanpuisto";"2h, kk, p";"kt";53;122000;2302;1970;"1/8";"on";"tyyd.";"F";"vantaanpuisto";"Piispankylä";"2h+kk+p";2;0;1;8;1;0;1;0;48;"F";0;0;0;0;0;1;0;1;1;0;0
"4028";"Pähkinärinne";"2h, k, kph, las...";"kt";55;137000;2491;1973;"2/3";"ei";"hyvä";"E2013";"pähkinärinne";"Hämeenkylä";"2h+k+kph+las...";2;0;2;3;0;0;0;1;45;"E";0;0;0;0;1;0;0;2;1;0;0
"4029";"Kaivoksela";"2h, k, kph, las...";"kt";58;155000;2672;1965;"1/3";"ei";"hyvä";"F2013";"kaivoksela";"Kaivoksela";"2h+k+kph+las...";2;0;1;3;0;0;0;1;53;"F";0;0;0;0;0;1;0;1;1;0;0
