"";"NeighborhoodRaw";"ApartmentTypeRaw";"HouseType";"SquareMeters";"Price";"PricePerSquareMeters";"YearBuilt";"FloorRaw";"ElevatorRaw";"ConditionRaw";"EnergyClassificationRaw";"NeighborhoodKeys";"NeighborhoodFinalized";"ApartmentTypeUniformized";"NumberOfRooms";"SaunaDummy";"ownFloor";"maxFloor";"ElevatorDummy";"ConditionUnrecordedDummy";"ConditionAdequateDummy";"ConditionGoodDummy";"AgeOfTheBuilding";"EnergyClassificationLetterClass";"EnergyClassificationADummy";"EnergyClassificationBDummy";"EnergyClassificationCDummy";"EnergyClassificationDDummy";"EnergyClassificationEDummy";"EnergyClassificationFDummy";"EnergyClassificationUnrecordedDummy";"ownFloor.fixed";"TwoRoomsDummy";"ThreeRoomsDummy";"FourRoomsOrMoreDummy"
"874";"Hietalahti";"2h, kk, kph";"kt";52;371000;7135;1940;"5/5";"on";"tyyd.";"F2013";"hietalahti";"Kamppi";"2h+kk+kph";2;0;5;5;1;0;1;0;78;"F";0;0;0;0;0;1;0;5;1;0;0
"875";"Vuosaari";"2h, k, las. par...";"kt";53;142500;2689;1965;"3/3";"ei";"tyyd.";"F2013";"vuosaari";"Vuosaari";"2h+k+las.par...";2;0;3;3;0;0;1;0;53;"F";0;0;0;0;0;1;0;3;1;0;0
"876";"Tapaninkylä";"2h, k, kph/s, e...";"rt";54,5;190000;3486;1989;"1/1";"ei";"tyyd.";"";"tapaninkylä";"Tapaninkylä";"2h+k+kph/s+e...";2;0;1;1;0;0;1;0;29;"";0;0;0;0;0;0;1;1;1;0;0
"877";"Lauttasaari";"2h, k, kph, las...";"kt";57;295500;5184;1973;"6/6";"on";"hyvä";"E2013";"lauttasaari";"Lauttasaari";"2h+k+kph+las...";2;0;6;6;1;0;0;1;45;"E";0;0;0;0;1;0;0;6;1;0;0
"878";"Taka-töölö";"2-3 h, k, kh, vh";"kt";79;471000;5962;1926;"3/6";"on";"tyyd.";"F2013";"taka-töölö";"Taka-Töölö";"2-3h+k+kh+vh";3;0;3;6;1;0;1;0;92;"F";0;0;0;0;0;1;0;3;0;1;0
"879";"Etelä-haaga";"2h+kk";"kt";41;225000;5488;1961;"1/3";"ei";"hyvä";"E2018";"etelä-haaga";"Haaga";"2h+kk";2;0;1;3;0;0;0;1;57;"E";0;0;0;0;1;0;0;1;1;0;0
"881";"Punavuori";"2h, k, kph, eri...";"kt";60,3;498000;8259;1906;"4/4";"ei";"hyvä";"F2014";"punavuori";"Punavuori";"2h+k+kph+eri...";2;0;4;4;0;0;0;1;112;"F";0;0;0;0;0;1;0;4;1;0;0
"882";"Harju";"2h+avok.+kh";"kt";40;267000;6675;1928;"3/6";"on";"tyyd.";"D2007";"harju";"Alppiharju";"2h+avok.+kh";2;0;3;6;1;0;1;0;90;"D";0;0;0;1;0;0;0;3;1;0;0
"883";"Lauttasaari";"2h, avok, kph, ...";"kt";53;283000;5340;1977;"2/6";"on";"hyvä";"E2007";"lauttasaari";"Lauttasaari";"2h+avok+kph+...";2;0;2;6;1;0;0;1;41;"E";0;0;0;0;1;0;0;2;1;0;0
"884";"Malminkartano";"2h+k+kph-s+eril...";"kt";54;159000;2944;1985;"3/4";"ei";"hyvä";"";"malminkartano";"Kaarela";"2h+k+kph-s+eril...";2;0;3;4;0;0;0;1;33;"";0;0;0;0;0;0;1;3;1;0;0
"885";"Malmi";"2h+k";"kt";58;185000;3190;1985;"1/2";"ei";"hyvä";"F2007";"malmi";"Malmi";"2h+k";2;0;1;2;0;0;0;1;33;"F";0;0;0;0;0;1;0;1;1;0;0
"886";"Jakomäki";"2h, k, kph, s, p";"kt";63;120000;1905;1988;"3/3";"ei";"tyyd.";"E";"jakomäki";"Suurmetsä";"2h+k+kph+s+p";2;1;3;3;0;0;1;0;30;"E";0;0;0;0;1;0;0;3;1;0;0
"887";"Etu-töölö";"2 h, k-rt, kh-s";"kt";68;548000;8059;1926;"4/8";"on";"hyvä";"G2013";"etu-töölö";"Etu-Töölö";"2h+k-rt+kh-s";2;0;4;8;1;0;0;1;92;"G";0;0;0;0;0;0;0;4;1;0;0
"888";"Ullanlinna";"2h, k, kph";"kt";75;580000;7733;1928;"3/7";"on";"tyyd.";"G2015";"ullanlinna";"Ullanlinna";"2h+k+kph";2;0;3;7;1;0;1;0;90;"G";0;0;0;0;0;0;0;3;1;0;0
"889";"Jätkäsaari";"2h+kt";"kt";38;230052;6054;2019;"1/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt";2;0;1;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;1;1;0;0
"890";"Jätkäsaari";"2h+kt";"kt";42,5;255850;6020;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt";2;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;1;0;0
"891";"Aurinkolahti";"2h+kt+s+las.par...";"kt";43,5;209000;4805;2005;"3/6";"on";"hyvä";"D";"aurinkolahti";"Vuosaari";"2h+kt+s+las.par...";2;1;3;6;1;0;0;1;13;"D";0;0;0;1;0;0;0;3;1;0;0
"892";"Kontula";"2h+k+kph+las.p";"kt";59;148500;2517;1970;"2/3";"ei";"hyvä";"D2007";"kontula";"Mellunkylä";"2h+k+kph+las.p";2;0;2;3;0;0;0;1;48;"D";0;0;0;1;0;0;0;2;1;0;0
"893";"Laajasalo";"2h+kk";"kt";44;195000;4432;1975;"3/3";"ei";"hyvä";"";"laajasalo";"Laajasalo";"2h+kk";2;0;3;3;0;0;0;1;43;"";0;0;0;0;0;0;1;3;1;0;0
"894";"Puotinharju";"2h+k+p";"kt";50;123500;2470;1966;"2/4";"ei";"tyyd.";"G2007";"puotinharju";"Vartiokylä";"2h+k+p";2;0;2;4;0;0;1;0;52;"G";0;0;0;0;0;0;0;2;1;0;0
"895";"Kalasatama";"2h, kt, kph, s, p";"kt";51,5;349000;6777;2013;"3/6";"on";"hyvä";"";"kalasatama";"Sörnäinen";"2h+kt+kph+s+p";2;1;3;6;1;0;0;1;5;"";0;0;0;0;0;0;1;3;1;0;0
"896";"Munkkivuori";"2h, kk, kph, vh...";"kt";52,5;225000;4286;1957;"2/3";"ei";"tyyd.";"D2007";"munkkivuori";"Munkkiniemi";"2h+kk+kph+vh...";2;0;2;3;0;0;1;0;61;"D";0;0;0;1;0;0;0;2;1;0;0
"897";"Lauttasaari";"2h, k, kph, las...";"kt";48;288000;6000;1974;"7/7";"on";"hyvä";"F2013";"lauttasaari";"Lauttasaari";"2h+k+kph+las...";2;0;7;7;1;0;0;1;44;"F";0;0;0;0;0;1;0;7;1;0;0
"898";"Harju";"2h+k";"kt";52;298959;5749;1959;"5/6";"on";"hyvä";"";"harju";"Alppiharju";"2h+k";2;0;5;6;1;0;0;1;59;"";0;0;0;0;0;0;1;5;1;0;0
"899";"Käpylä";"2h+kk";"kt";37,5;229000;6107;1954;"3/4";"on";"hyvä";"F2013";"käpylä";"Käpylä";"2h+kk";2;0;3;4;1;0;0;1;64;"F";0;0;0;0;0;1;0;3;1;0;0
"900";"Roihuvuori";"2h+k+p";"kt";48;173000;3604;1959;"4/4";"ei";"tyyd.";"D2007";"roihuvuori";"Herttoniemi";"2h+k+p";2;0;4;4;0;0;1;0;59;"D";0;0;0;1;0;0;0;4;1;0;0
"902";"Vanhankaupunginkoski";"2h, k, kph, s, ...";"kt";52;280000;5385;2005;"5/5";"on";"hyvä";"F2013";"vanhankaupunginkoski";"Vanhakaupunki";"2h+k+kph+s+...";2;1;5;5;1;0;0;1;13;"F";0;0;0;0;0;1;0;5;1;0;0
"903";"Lauttasaari";"2h, keittiö...";"kt";62;541000;8726;2016;"4/6";"on";"hyvä";"C2013";"lauttasaari";"Lauttasaari";"2h+keittiö...";2;0;4;6;1;0;0;1;2;"C";0;0;1;0;0;0;0;4;1;0;0
"904";"Eira";"2h+avok+kph";"kt";32;308000;9625;1900;"3/3";"ei";"hyvä";"D";"eira";"Eira";"2h+avok+kph";2;0;3;3;0;0;0;1;118;"D";0;0;0;1;0;0;0;3;1;0;0
"905";"Lauttasaari";"2h, kk, p";"kt";35,5;210000;5915;1961;"3/4";"on";"huono";"G2013";"lauttasaari";"Lauttasaari";"2h+kk+p";2;0;3;4;1;0;0;0;57;"G";0;0;0;0;0;0;0;3;1;0;0
"906";"Laajasalo";"2h, kt, kph, vh...";"kt";48,5;180000;3711;1975;"2/3";"ei";"hyvä";"F2013";"laajasalo";"Laajasalo";"2h+kt+kph+vh...";2;0;2;3;0;0;0;1;43;"F";0;0;0;0;0;1;0;2;1;0;0
"907";"Kallio";"2h, k, vh, kph, p";"kt";51;270000;5294;1956;"6/6";"on";"tyyd.";"";"kallio";"Kallio";"2h+k+vh+kph+p";2;0;6;6;1;0;1;0;62;"";0;0;0;0;0;0;1;6;1;0;0
"908";"Puotila";"2h+k";"kt";52;163833;3151;1967;"3/3";"ei";"hyvä";"F2007";"puotila";"Vartiokylä";"2h+k";2;0;3;3;0;0;0;1;51;"F";0;0;0;0;0;1;0;3;1;0;0
"909";"Patola";"2h, k";"kt";56,2;149000;2651;1975;"1/3";"ei";"hyvä";"E2007";"patola";"Oulunkylä";"2h+k";2;0;1;3;0;0;0;1;43;"E";0;0;0;0;1;0;0;1;1;0;0
"910";"Lauttasaari";"2h, kk, kph, ra...";"kt";42;260000;6190;1956;"1/4";"on";"tyyd.";"";"lauttasaari";"Lauttasaari";"2h+kk+kph+ra...";2;0;1;4;1;0;1;0;62;"";0;0;0;0;0;0;1;1;1;0;0
"911";"Konala";"2h+kk+kph-wc+vh...";"kt";44;128000;2909;1962;"1/5";"on";"huono";"";"konala";"Konala";"2h+kk+kph-wc+vh...";2;0;1;5;1;0;0;0;56;"";0;0;0;0;0;0;1;1;1;0;0
"912";"Pasila";"2h+kt";"kt";45;237052;5268;2019;"3/8";"on";"hyvä";"C2007";"pasila";"Pasila";"2h+kt";2;0;3;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;3;1;0;0
"913";"Itäkeskus";"2h, k, kph, las...";"kt";45,5;168000;3692;1984;"3/3";"ei";"hyvä";"";"itäkeskus";"Vartiokylä";"2h+k+kph+las...";2;0;3;3;0;0;0;1;34;"";0;0;0;0;0;0;1;3;1;0;0
"914";"Herttoniemi";"2h, k, kph, par...";"kt";49;276000;5633;1951;"4/4";"ei";"hyvä";"E";"herttoniemi";"Herttoniemi";"2h+k+kph+par...";2;0;4;4;0;0;0;1;67;"E";0;0;0;0;1;0;0;4;1;0;0
"915";"Puotinharju";"2h, k, kph, par...";"kt";51,5;183000;3553;1963;"9/9";"on";"hyvä";"E";"puotinharju";"Vartiokylä";"2h+k+kph+par...";2;0;9;9;1;0;0;1;55;"E";0;0;0;0;1;0;0;9;1;0;0
"916";"Vallila";"2h, avok, kph, wc";"kt";40;186000;4650;1925;"4/4";"ei";"tyyd.";"";"vallila";"Vallila";"2h+avok+kph+wc";2;0;4;4;0;0;1;0;93;"";0;0;0;0;0;0;1;4;1;0;0
"917";"Lauttasaari";"2h+kk+kph";"kt";41;269000;6561;1955;"4/4";"on";"tyyd.";"F2013";"lauttasaari";"Lauttasaari";"2h+kk+kph";2;0;4;4;1;0;1;0;63;"F";0;0;0;0;0;1;0;4;1;0;0
"918";"Konala";"2h+kk";"kt";43;166000;3860;1962;"1/4";"ei";"hyvä";"F2013";"konala";"Konala";"2h+kk";2;0;1;4;0;0;0;1;56;"F";0;0;0;0;0;1;0;1;1;0;0
"919";"Pajamäki";"2h, kk, rt, p";"kt";58;219000;3776;1959;"3/4";"ei";"tyyd.";"E2013";"pajamäki";"Pitäjänmäki";"2h+kk+rt+p";2;0;3;4;0;0;1;0;59;"E";0;0;0;0;1;0;0;3;1;0;0
"920";"Punavuori";"2h, k";"kt";69,5;360000;5180;1928;"2/5";"on";"huono";"F2013";"punavuori";"Punavuori";"2h+k";2;0;2;5;1;0;0;0;90;"F";0;0;0;0;0;1;0;2;1;0;0
"921";"Kontula";"2h, avok, kh, 2...";"kt";34;97300;2862;1966;"4/9";"on";"tyyd.";"E2013";"kontula";"Mellunkylä";"2h+avok+kh+2...";2;0;4;9;1;0;1;0;52;"E";0;0;0;0;1;0;0;4;1;0;0
"922";"Herttoniemi";"2h+kk";"kt";40;231000;5775;1956;"4/4";"ei";"hyvä";"E2013";"herttoniemi";"Herttoniemi";"2h+kk";2;0;4;4;0;0;0;1;62;"E";0;0;0;0;1;0;0;4;1;0;0
"923";"Munkkiniemi";"2h, kk, kph, pa...";"kt";42;270000;6429;1960;"4/4";"on";"tyyd.";"F2013";"munkkiniemi";"Munkkiniemi";"2h+kk+kph+pa...";2;0;4;4;1;0;1;0;58;"F";0;0;0;0;0;1;0;4;1;0;0
"924";"Munkkivuori";"2 h, k, vh, kph...";"kt";48;235000;4896;1957;"5/8";"ei";"hyvä";"";"munkkivuori";"Munkkiniemi";"2h+k+vh+kph...";2;0;5;8;0;0;0;1;61;"";0;0;0;0;0;0;1;5;1;0;0
"925";"Laajasalo";"2h, k, kph, sau...";"kt";63;230000;3651;2003;"3/4";"ei";"hyvä";"";"laajasalo";"Laajasalo";"2h+k+kph+sau...";2;1;3;4;0;0;0;1;15;"";0;0;0;0;0;0;1;3;1;0;0
"926";"Punavuori";"2h, kk, kph";"kt";31;255000;8226;1938;"4/4";"on";"tyyd.";"F2013";"punavuori";"Punavuori";"2h+kk+kph";2;0;4;4;1;0;1;0;80;"F";0;0;0;0;0;1;0;4;1;0;0
"927";"Jätkäsaari";"2h+kt";"kt";36,5;234900;6436;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt";2;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;1;0;0
"928";"Munkkiniemi";"2h, avok, p";"kt";38,5;258000;6701;1959;"4/7";"on";"hyvä";"G2007";"munkkiniemi";"Munkkiniemi";"2h+avok+p";2;0;4;7;1;0;0;1;59;"G";0;0;0;0;0;0;0;4;1;0;0
"929";"Taka-töölö";"2h+kk+kph";"kt";42;306000;7286;1935;"6/6";"on";"hyvä";"F2013";"taka-töölö";"Taka-Töölö";"2h+kk+kph";2;0;6;6;1;0;0;1;83;"F";0;0;0;0;0;1;0;6;1;0;0
"930";"Lauttasaari";"2h, k, p";"kt";51,5;303500;5893;1974;"5/5";"on";"hyvä";"D2007";"lauttasaari";"Lauttasaari";"2h+k+p";2;0;5;5;1;0;0;1;44;"D";0;0;0;1;0;0;0;5;1;0;0
"931";"Kallio";"2h+avok+a+kph";"kt";53;270000;5094;1928;"3/6";"on";"tyyd.";"E2013";"kallio";"Kallio";"2h+avok+a+kph";2;0;3;6;1;0;1;0;90;"E";0;0;0;0;1;0;0;3;1;0;0
"932";"Vartiokylä";"2h,k,kph,lasite...";"kt";54,5;183000;3358;1963;"4/4";"ei";"tyyd.";"";"vartiokylä";"Vartiokylä";"2h+k+kph+lasite...";2;0;4;4;0;0;1;0;55;"";0;0;0;0;0;0;1;4;1;0;0
"933";"Kamppi";"2h, k";"kt";62;435000;7016;1929;"3/5";"on";"hyvä";"G2013";"kamppi";"Kamppi";"2h+k";2;0;3;5;1;0;0;1;89;"G";0;0;0;0;0;0;0;3;1;0;0
"934";"Munkkisaari";"2h+avok+s";"kt";67;470000;7015;1938;"5/5";"ei";"hyvä";"E2007";"munkkisaari";"Länsisatama";"2h+avok+s";2;1;5;5;0;0;0;1;80;"E";0;0;0;0;1;0;0;5;1;0;0
"935";"Kamppi";"2h, kk,kph,p";"kt";38;295000;7763;1963;"2/5";"on";"hyvä";"F2013";"kamppi";"Kamppi";"2h+kk+kph+p";2;0;2;5;1;0;0;1;55;"F";0;0;0;0;0;1;0;2;1;0;0
"936";"Sörnäinen";"2h, k, kph";"kt";41,5;228000;5494;1927;"2/7";"on";"tyyd.";"";"sörnäinen";"Sörnäinen";"2h+k+kph";2;0;2;7;1;0;1;0;91;"";0;0;0;0;0;0;1;2;1;0;0
"937";"Puotila";"2h, k, kph/wc, ...";"kt";46,5;172000;3699;1962;"1/3";"ei";"hyvä";"";"puotila";"Vartiokylä";"2h+k+kph/wc+...";2;0;1;3;0;0;0;1;56;"";0;0;0;0;0;0;1;1;1;0;0
"938";"Hermanni";"2h, alk, kk, kp...";"kt";47;255000;5426;1957;"5/6";"on";"hyvä";"";"hermanni";"Hermanni";"2h+alk+kk+kp...";2;0;5;6;1;0;0;1;61;"";0;0;0;0;0;0;1;5;1;0;0
"939";"Kallio";"2h, k, kph";"kt";50;305000;6100;1960;"8/8";"on";"tyyd.";"F2013";"kallio";"Kallio";"2h+k+kph";2;0;8;8;1;0;1;0;58;"F";0;0;0;0;0;1;0;8;1;0;0
"940";"Katajanokka";"2h, avok, kph, ...";"kt";51,5;302000;5864;1983;"2/6";"on";"hyvä";"D2007";"katajanokka";"Katajanokka";"2h+avok+kph+...";2;0;2;6;1;0;0;1;35;"D";0;0;0;1;0;0;0;2;1;0;0
"941";"Siltasaari";"2h,avok,kph ja wc";"kt";51,5;340000;6602;1910;"3/6";"ei";"tyyd.";"D2007";"siltasaari";"Kallio";"2h+avok+kphjawc";2;0;3;6;0;0;1;0;108;"D";0;0;0;1;0;0;0;3;1;0;0
"942";"Veräjälaakso";"2h,k,s";"kt";55;170000;3091;1997;"4/5";"on";"tyyd.";"E2007";"veräjälaakso";"Oulunkylä";"2h+k+s";2;1;4;5;1;0;1;0;21;"E";0;0;0;0;1;0;0;4;1;0;0
"943";"Pihlajamäki";"2h, kk, kph, vh...";"kt";55,5;121500;2189;1962;"4/8";"on";"tyyd.";"";"pihlajamäki";"Malmi";"2h+kk+kph+vh...";2;0;4;8;1;0;1;0;56;"";0;0;0;0;0;0;1;4;1;0;0
"944";"Herttoniemenranta";"2h, avok, kph/w...";"kt";55,5;276000;4973;2000;"3/5";"on";"hyvä";"F";"herttoniemenranta";"Herttoniemi";"2h+avok+kph/w...";2;0;3;5;1;0;0;1;18;"F";0;0;0;0;0;1;0;3;1;0;0
"945";"Ruskeasuo";"2 h, kk, kph, p...";"kt";40;240000;6000;1994;"1/3";"ei";"tyyd.";"E2013";"ruskeasuo";"Ruskeasuo";"2h+kk+kph+p...";2;0;1;3;0;0;1;0;24;"E";0;0;0;0;1;0;0;1;1;0;0
"946";"Arabianranta";"2h+kk+kph+las.p...";"kt";45;282000;6267;2007;"3/8";"on";"hyvä";"D2007";"arabianranta";"Toukola";"2h+kk+kph+las.p...";2;0;3;8;1;0;0;1;11;"D";0;0;0;1;0;0;0;3;1;0;0
"947";"Tapaninkylä";"2h, k, kph, sau...";"kt";48;165000;3438;1984;"1/2";"ei";"tyyd.";"F";"tapaninkylä";"Tapaninkylä";"2h+k+kph+sau...";2;1;1;2;0;0;1;0;34;"F";0;0;0;0;0;1;0;1;1;0;0
"948";"Pihlajisto";"2h+k";"kt";60;141562;2359;1975;"1/7";"on";"hyvä";"D2007";"pihlajisto";"Malmi";"2h+k";2;0;1;7;1;0;0;1;43;"D";0;0;0;1;0;0;0;1;1;0;0
"949";"Punavuori";"2h+kt+s+vh+parveke";"kt";66;465000;7045;2001;"5/9";"on";"tyyd.";"E2007";"punavuori";"Punavuori";"2h+kt+s+vh+parveke";2;1;5;9;1;0;1;0;17;"E";0;0;0;0;1;0;0;5;1;0;0
"950";"Kallio";"2h, kk, kph, p";"kt";44;294000;6682;1961;"5/6";"on";"tyyd.";"";"kallio";"Kallio";"2h+kk+kph+p";2;0;5;6;1;0;1;0;57;"";0;0;0;0;0;0;1;5;1;0;0
"951";"Kurkimäki";"2h, k, kph, s, ...";"kt";66;166000;2515;1984;"1/1";"ei";"hyvä";"E";"kurkimäki";"Mellunkylä";"2h+k+kph+s+...";2;1;1;1;0;0;0;1;34;"E";0;0;0;0;1;0;0;1;1;0;0
"952";"Hietalahti";"2h, avok, kph, ...";"kt";66,5;389000;5850;1926;"2/5";"on";"tyyd.";"";"hietalahti";"Kamppi";"2h+avok+kph+...";2;0;2;5;1;0;1;0;92;"";0;0;0;0;0;0;1;2;1;0;0
"953";"Kruununhaka";"2 h, kk, kh, vh";"kt";34;250000;7353;1896;"3/4";"ei";"tyyd.";"F2013";"kruununhaka";"Kruununhaka";"2h+kk+kh+vh";2;0;3;4;0;0;1;0;122;"F";0;0;0;0;0;1;0;3;1;0;0
"954";"Jätkäsaari";"2h+kt+s";"kt";52;300560;5780;2019;"4/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt+s";2;1;4;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;4;1;0;0
"955";"Lauttasaari";"2h, avok, kph, ...";"kt";55,5;395000;7117;2015;"5/5";"on";"hyvä";"C2013";"lauttasaari";"Lauttasaari";"2h+avok+kph+...";2;0;5;5;1;0;0;1;3;"C";0;0;1;0;0;0;0;5;1;0;0
"956";"Laajasalo";"2h, k, kph, las...";"kt";56;197000;3518;1971;"4/4";"on";"tyyd.";"E";"laajasalo";"Laajasalo";"2h+k+kph+las...";2;0;4;4;1;0;1;0;47;"E";0;0;0;0;1;0;0;4;1;0;0
"957";"Mellunmäki";"2h, kk, kph, p";"kt";41;117000;2854;1968;"2/5";"on";"tyyd.";"F2013";"mellunmäki";"Mellunkylä";"2h+kk+kph+p";2;0;2;5;1;0;1;0;50;"F";0;0;0;0;0;1;0;2;1;0;0
"958";"Laajasalo";"2h, kk, lasitet...";"kt";41;156000;3805;1973;"6/9";"on";"tyyd.";"E2007";"laajasalo";"Laajasalo";"2h+kk+lasitet...";2;0;6;9;1;0;1;0;45;"E";0;0;0;0;1;0;0;6;1;0;0
"959";"Tapanila";"2h, k, kh, s, vh";"rt";51;222000;4353;1988;"1/1";"ei";"hyvä";"G2013";"tapanila";"Tapaninkylä";"2h+k+kh+s+vh";2;1;1;1;0;0;0;1;30;"G";0;0;0;0;0;0;0;1;1;0;0
"960";"Itäkeskus";"2h, k, kph/wc, ...";"kt";53;179900;3394;1981;"3/4";"on";"hyvä";"";"itäkeskus";"Vartiokylä";"2h+k+kph/wc+...";2;0;3;4;1;0;0;1;37;"";0;0;0;0;0;0;1;3;1;0;0
"961";"Hermanni";"2h + kk";"kt";53;270000;5094;1957;"1/4";"ei";"tyyd.";"D2007";"hermanni";"Hermanni";"2h+kk";2;0;1;4;0;0;1;0;61;"D";0;0;0;1;0;0;0;1;1;0;0
"962";"Myllypuro";"2h, k, kph, vh, p";"kt";53,5;135000;2523;1965;"3/4";"ei";"tyyd.";"F2013";"myllypuro";"Vartiokylä";"2h+k+kph+vh+p";2;0;3;4;0;0;1;0;53;"F";0;0;0;0;0;1;0;3;1;0;0
"963";"Taka-töölö";"2h, avok, kph, p";"kt";63;380000;6032;1939;"4/6";"on";"tyyd.";"";"taka-töölö";"Taka-Töölö";"2h+avok+kph+p";2;0;4;6;1;0;1;0;79;"";0;0;0;0;0;0;1;4;1;0;0
"964";"Pukinmäki";"2h+kk";"kt";48;150000;3125;1972;"1/3";"ei";"hyvä";"E2013";"pukinmäki";"Pukinmäki";"2h+kk";2;0;1;3;0;0;0;1;46;"E";0;0;0;0;1;0;0;1;1;0;0
"965";"Tapanila";"2 h, k, kph/wc,...";"kt";48;156500;3260;1985;"1/2";"ei";"tyyd.";"F2007";"tapanila";"Tapaninkylä";"2h+k+kph/wc+...";2;0;1;2;0;0;1;0;33;"F";0;0;0;0;0;1;0;1;1;0;0
"966";"Myllypuro";"2h,k,kph,las.parv.";"kt";54,5;165000;3028;1965;"2/5";"on";"tyyd.";"E2007";"myllypuro";"Vartiokylä";"2h+k+kph+las.parv.";2;0;2;5;1;0;1;0;53;"E";0;0;0;0;1;0;0;2;1;0;0
"967";"Jätkäsaari";"2h+kt";"kt";35,5;219800;6192;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt";2;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;1;0;0
"968";"Jätkäsaari";"2h+kt";"kt";38;259540;6830;2019;"3/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"2h+kt";2;0;3;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;3;1;0;0
"969";"Lassila";"2h, kk, kph, piha";"kt";44;205000;4659;1983;"1/2";"ei";"hyvä";"";"lassila";"Haaga";"2h+kk+kph+piha";2;0;1;2;0;0;0;1;35;"";0;0;0;0;0;0;1;1;1;0;0
"970";"Mellunmäki";"2h,kk,kh,parveke";"kt";50;98060;1961;1969;"2/3";"ei";"tyyd.";"F";"mellunmäki";"Mellunkylä";"2h+kk+kh+parveke";2;0;2;3;0;0;1;0;49;"F";0;0;0;0;0;1;0;2;1;0;0
"971";"Vuosaari";"2h, k, kph, vh,...";"kt";53;154000;2906;1965;"1/3";"ei";"hyvä";"F2007";"vuosaari";"Vuosaari";"2h+k+kph+vh+...";2;0;1;3;0;0;0;1;53;"F";0;0;0;0;0;1;0;1;1;0;0
"972";"Ruskeasuo";"2h,k,lasitettu ...";"kt";41;292960;7145;1996;"2/4";"ei";"hyvä";"";"ruskeasuo";"Ruskeasuo";"2h+k+lasitettu...";2;0;2;4;0;0;0;1;22;"";0;0;0;0;0;0;1;2;1;0;0
"973";"Kannelmäki";"2 h, k, kh, eri...";"kt";54,5;174000;3193;1980;"2/3";"ei";"hyvä";"D2013";"kannelmäki";"Kaarela";"2h+k+kh+eri...";2;0;2;3;0;0;0;1;38;"D";0;0;0;1;0;0;0;2;1;0;0
"974";"Vuosaari";"2h, k, s";"kt";57;193000;3386;2000;"1/7";"on";"hyvä";"E";"vuosaari";"Vuosaari";"2h+k+s";2;1;1;7;1;0;0;1;18;"E";0;0;0;0;1;0;0;1;1;0;0
"975";"Maunula";"2h, k, kph, par...";"kt";60,5;208000;3438;1954;"2/3";"ei";"tyyd.";"F2013";"maunula";"Oulunkylä";"2h+k+kph+par...";2;0;2;3;0;0;1;0;64;"F";0;0;0;0;0;1;0;2;1;0;0
"976";"Etelä-haaga";"2h, kk, kph, pa...";"kt";45;253000;5622;1962;"3/3";"ei";"hyvä";"D2007";"etelä-haaga";"Haaga";"2h+kk+kph+pa...";2;0;3;3;0;0;0;1;56;"D";0;0;0;1;0;0;0;3;1;0;0
"977";"Puotila";"2h+k+parveke";"kt";46;190000;4130;1961;"1/3";"ei";"hyvä";"";"puotila";"Vartiokylä";"2h+k+parveke";2;0;1;3;0;0;0;1;57;"";0;0;0;0;0;0;1;1;1;0;0
"978";"Kannelmäki";"2 h, k, kph, p";"kt";57,5;143500;2496;1983;"2/6";"on";"tyyd.";"D2007";"kannelmäki";"Kaarela";"2h+k+kph+p";2;0;2;6;1;0;1;0;35;"D";0;0;0;1;0;0;0;2;1;0;0
"979";"Lassila";"2h, avokeitti...";"kt";44;190000;4318;1983;"2/3";"ei";"tyyd.";"E2018";"lassila";"Haaga";"2h+avokeitti...";2;0;2;3;0;0;1;0;35;"E";0;0;0;0;1;0;0;2;1;0;0
"980";"Kontula";"2h, kk, kph, p";"kt";46;105000;2283;1966;"4/5";"on";"tyyd.";"G2013";"kontula";"Mellunkylä";"2h+kk+kph+p";2;0;4;5;1;0;1;0;52;"G";0;0;0;0;0;0;0;4;1;0;0
"981";"Kallio";"2h+k";"kt";50;216000;4320;1959;"2/4";"on";" ";"G2013";"kallio";"Kallio";"2h+k";2;0;2;4;1;0;0;0;59;"G";0;0;0;0;0;0;0;2;1;0;0
"982";"Kurkimäki";"2h, avok, kph, ...";"kt";59;159000;2695;1988;"3/3";"ei";"hyvä";"E";"kurkimäki";"Mellunkylä";"2h+avok+kph+...";2;0;3;3;0;0;0;1;30;"E";0;0;0;0;1;0;0;3;1;0;0
